folder,favorite,type,name,notes,fields,reprompt,login_uri,login_username,login_password,login_totp
test_folder,1,login,TestAccount_26,Sample account for documentation,,0,https://mocksite.com,test_user_141,Password349!,
test_folder,1,login,TestAccount_27,Test account for development,,0,https://mocksite.com,sample_banking_3,TestPass107,
test_folder,,login,TestAccount_28,Test account for development,,0,https://mocksite.com,test_user_907,Admin292#,
test_folder,,login,TestAccount_29,Mock user for system testing,,0,https://demoservice.org,test_user_662,Admin655#,
test_folder,1,login,TestAccount_30,Test account for development,,0,https://mocksite.com,sample_social_19,Admin662#,
test_folder,,login,TestAccount_31,Sample account for documentation,,0,https://testapp.net,test_user_880,Password741!,
test_folder,,login,TestAccount_32,Sample account for documentation,,0,https://samplesite.edu,test_user_603,TestPass260,
test_folder,,login,TestAccount_33,Test account for development,,0,https://samplesite.edu,test_user_372,Admin191#,
test_folder,,login,TestAccount_34,Demo login for testing,,0,https://samplesite.edu,sample_social_46,TestPass100,
test_folder,,login,TestAccount_35,Demo login for testing,,0,https://samplesite.edu,sample_social_33,Admin743#,
test_folder,,login,TestAccount_36,Test account for development,,0,https://testapp.net,sample_social_14,TestPass293,
test_folder,1,login,TestAccount_37,Sample account for documentation,,0,https://demoservice.org,test_user_448,Admin844#,
test_folder,1,login,TestAccount_38,Test account for development,,0,https://samplesite.edu,sample_social_93,TestPass417,
test_folder,1,login,TestAccount_39,Demo login for testing,,0,https://mocksite.com,test_user_966,Admin664#,
test_folder,1,login,TestAccount_40,Test account for development,,0,https://testapp.net,demo_cat_33,Admin556#,
test_folder,,login,TestAccount_41,Demo login for testing,,0,https://mocksite.com,demo_admin_97,Admin769#,
test_folder,1,login,TestAccount_42,Test account for development,,0,https://samplesite.edu,test_user_965,Password740!,
test_folder,,login,TestAccount_43,Test account for development,,0,https://testapp.net,demo_admin_83,TestPass928,
test_folder,1,login,TestAccount_44,Sample account for documentation,,0,https://testapp.net,test_user_879,TestPass307,
test_folder,,login,TestAccount_45,Mock user for system testing,,0,https://demoservice.org,demo_test_56,Password897!,
test_folder,1,login,TestAccount_46,Sample account for documentation,,0,https://testapp.net,test_user_399,Password916!,
test_folder,,login,TestAccount_47,Mock user for system testing,,0,https://demoservice.org,demo_test_56,Admin928#,
test_folder,1,login,TestAccount_48,Sample account for documentation,,0,https://samplesite.edu,test_user_705,TestPass899,
test_folder,1,login,TestAccount_49,Mock user for system testing,,0,https://testapp.net,test_user_528,Password113!,
test_folder,,login,TestAccount_50,Sample account for documentation,,0,https://testapp.net,demo_cat_18,TestPass819,
test_folder,1,login,TestAccount_51,Demo login for testing,,0,https://mocksite.com,demo_love_12,Admin180#,
test_folder,,login,TestAccount_52,Demo login for testing,,0,https://samplesite.edu,demo_password_91,TestPass259,
test_folder,,login,TestAccount_53,Demo login for testing,,0,https://testapp.net,demo_test_21,Admin457#,
test_folder,1,login,TestAccount_54,Test account for development,,0,https://mocksite.com,test_user_120,TestPass353,
test_folder,,login,TestAccount_55,Sample account for documentation,,0,https://demoservice.org,demo_admin_12,TestPass286,
test_folder,,login,TestAccount_56,Demo login for testing,,0,https://demoservice.org,demo_test_76,TestPass751,
test_folder,,login,TestAccount_57,Mock user for system testing,,0,https://mocksite.com,demo_test_70,Admin463#,
test_folder,,login,TestAccount_58,Test account for development,,0,https://demoservice.org,test_user_672,Password856!,
test_folder,,login,TestAccount_59,Test account for development,,0,https://samplesite.edu,sample_social_29,Admin256#,
test_folder,,login,TestAccount_60,Demo login for testing,,0,https://testapp.net,demo_admin_82,Admin109#,
test_folder,1,login,TestAccount_61,Sample account for documentation,,0,https://demoservice.org,demo_cat_27,TestPass268,
test_folder,1,login,TestAccount_62,Sample account for documentation,,0,https://samplesite.edu,demo_password_32,Password417!,
test_folder,,login,TestAccount_63,Test account for development,,0,https://testapp.net,demo_test_76,Password255!,
test_folder,,login,TestAccount_64,Sample account for documentation,,0,https://demoservice.org,demo_password_33,TestPass866,
test_folder,1,login,TestAccount_65,Test account for development,,0,https://testapp.net,demo_work_87,Password673!,
test_folder,,login,TestAccount_66,Sample account for documentation,,0,https://samplesite.edu,sample_banking_59,Password262!,
test_folder,1,login,TestAccount_67,Demo login for testing,,0,https://testapp.net,test_user_838,Admin509#,
test_folder,,login,TestAccount_68,Demo login for testing,,0,https://testapp.net,demo_test_53,Admin833#,
test_folder,,login,TestAccount_69,Mock user for system testing,,0,https://mocksite.com,sample_social_32,TestPass214,
test_folder,1,login,TestAccount_70,Test account for development,,0,https://mocksite.com,sample_banking_16,Admin409#,
test_folder,,login,TestAccount_71,Test account for development,,0,https://samplesite.edu,demo_password_32,Admin162#,
test_folder,,login,TestAccount_72,Demo login for testing,,0,https://samplesite.edu,test_user_246,TestPass869,
test_folder,,login,TestAccount_73,Sample account for documentation,,0,https://demoservice.org,sample_banking_93,TestPass490,
test_folder,,login,TestAccount_74,Mock user for system testing,,0,https://samplesite.edu,demo_admin_73,Password762!,
test_folder,1,login,TestAccount_75,Test account for development,,0,https://testapp.net,demo_admin_84,Admin388#,
test_folder,1,login,TestAccount_76,Demo login for testing,,0,https://testapp.net,sample_banking_6,Admin608#,
test_folder,,login,TestAccount_77,Sample account for documentation,,0,https://mocksite.com,demo_test_78,TestPass215,
test_folder,,login,TestAccount_78,Test account for development,,0,https://testapp.net,demo_love_21,Admin664#,
test_folder,1,login,TestAccount_79,Demo login for testing,,0,https://mocksite.com,demo_password_15,Admin159#,
test_folder,1,login,TestAccount_80,Test account for development,,0,https://demoservice.org,sample_social_94,TestPass291,
test_folder,,login,TestAccount_81,Test account for development,,0,https://testapp.net,sample_banking_26,Password497!,
test_folder,,login,TestAccount_82,Demo login for testing,,0,https://testapp.net,demo_cat_67,Password407!,
test_folder,,login,TestAccount_83,Demo login for testing,,0,https://demoservice.org,sample_email_62,Admin354#,
test_folder,,login,TestAccount_84,Sample account for documentation,,0,https://testapp.net,test_user_927,Password140!,
test_folder,,login,TestAccount_85,Mock user for system testing,,0,https://testapp.net,test_user_650,Admin545#,
test_folder,1,login,TestAccount_86,Demo login for testing,,0,https://mocksite.com,test_user_671,Admin787#,
test_folder,,login,TestAccount_87,Mock user for system testing,,0,https://samplesite.edu,sample_banking_95,Password353!,
test_folder,,login,TestAccount_88,Mock user for system testing,,0,https://demoservice.org,test_user_607,TestPass475,
test_folder,,login,TestAccount_89,Sample account for documentation,,0,https://samplesite.edu,sample_shopping_30,Admin375#,
test_folder,,login,TestAccount_90,Test account for development,,0,https://mocksite.com,demo_admin_36,TestPass162,
test_folder,,login,TestAccount_91,Mock user for system testing,,0,https://mocksite.com,sample_social_44,Password838!,
test_folder,,login,TestAccount_92,Test account for development,,0,https://samplesite.edu,demo_work_16,TestPass190,
test_folder,1,login,TestAccount_93,Test account for development,,0,https://testapp.net,demo_password_58,Admin828#,
test_folder,,login,TestAccount_94,Test account for development,,0,https://testapp.net,test_user_218,TestPass353,
test_folder,1,login,TestAccount_95,Sample account for documentation,,0,https://testapp.net,sample_social_29,Password931!,
test_folder,,login,TestAccount_96,Demo login for testing,,0,https://testapp.net,test_user_742,Admin973#,
test_folder,1,login,TestAccount_97,Sample account for documentation,,0,https://samplesite.edu,sample_social_81,Admin590#,
test_folder,,login,TestAccount_98,Mock user for system testing,,0,https://testapp.net,sample_email_14,Password724!,
test_folder,,login,TestAccount_99,Demo login for testing,,0,https://mocksite.com,sample_banking_99,Admin894#,
test_folder,1,login,TestAccount_100,Sample account for documentation,,0,https://mocksite.com,test_user_897,Admin161#,
test_folder,,login,TestAccount_101,Demo login for testing,,0,https://testapp.net,test_user_662,Admin957#,
test_folder,,login,TestAccount_102,Sample account for documentation,,0,https://samplesite.edu,demo_test_58,TestPass541,
test_folder,1,login,TestAccount_103,Mock user for system testing,,0,https://samplesite.edu,test_user_672,TestPass651,
test_folder,,login,TestAccount_104,Sample account for documentation,,0,https://samplesite.edu,sample_shopping_61,Password458!,
test_folder,1,login,TestAccount_105,Demo login for testing,,0,https://samplesite.edu,test_user_960,Password526!,
test_folder,1,login,TestAccount_106,Sample account for documentation,,0,https://demoservice.org,sample_email_17,Password541!,
test_folder,,login,TestAccount_107,Demo login for testing,,0,https://mocksite.com,test_user_405,Admin306#,
test_folder,,login,TestAccount_108,Sample account for documentation,,0,https://mocksite.com,demo_cat_14,Password186!,
test_folder,1,login,TestAccount_109,Demo login for testing,,0,https://samplesite.edu,sample_shopping_52,Admin929#,
test_folder,1,login,TestAccount_110,Sample account for documentation,,0,https://demoservice.org,demo_work_50,Admin634#,
test_folder,1,login,TestAccount_111,Test account for development,,0,https://testapp.net,sample_email_81,TestPass109,
test_folder,,login,TestAccount_112,Demo login for testing,,0,https://demoservice.org,demo_admin_82,TestPass834,
test_folder,,login,TestAccount_113,Sample account for documentation,,0,https://mocksite.com,demo_love_65,TestPass833,
test_folder,,login,TestAccount_114,Demo login for testing,,0,https://samplesite.edu,demo_admin_25,Password443!,
test_folder,1,login,TestAccount_115,Demo login for testing,,0,https://testapp.net,test_user_900,Admin489#,
test_folder,1,login,TestAccount_116,Sample account for documentation,,0,https://mocksite.com,demo_test_33,Password690!,
test_folder,1,login,TestAccount_117,Test account for development,,0,https://demoservice.org,test_user_734,Password841!,
test_folder,,login,TestAccount_118,Test account for development,,0,https://testapp.net,sample_email_16,Password914!,
test_folder,,login,TestAccount_119,Demo login for testing,,0,https://mocksite.com,sample_shopping_51,TestPass132,
test_folder,1,login,TestAccount_120,Demo login for testing,,0,https://demoservice.org,demo_cat_38,Password814!,
test_folder,,login,TestAccount_121,Test account for development,,0,https://demoservice.org,sample_email_27,Admin348#,
test_folder,,login,TestAccount_122,Demo login for testing,,0,https://demoservice.org,sample_social_83,Admin648#,
test_folder,1,login,TestAccount_123,Test account for development,,0,https://demoservice.org,sample_email_23,Password762!,
test_folder,,login,TestAccount_124,Sample account for documentation,,0,https://samplesite.edu,test_user_201,TestPass871,
test_folder,,login,TestAccount_125,Mock user for system testing,,0,https://mocksite.com,sample_email_55,Admin727#,
test_folder,1,login,TestAccount_126,Test account for development,,0,https://testapp.net,sample_shopping_5,TestPass313,
test_folder,,login,TestAccount_127,Sample account for documentation,,0,https://testapp.net,demo_admin_71,Admin528#,
test_folder,1,login,TestAccount_128,Test account for development,,0,https://testapp.net,demo_cat_74,Password787!,
test_folder,1,login,TestAccount_129,Mock user for system testing,,0,https://mocksite.com,sample_banking_40,TestPass883,
test_folder,,login,TestAccount_130,Mock user for system testing,,0,https://samplesite.edu,sample_shopping_26,Admin866#,
test_folder,,login,TestAccount_131,Mock user for system testing,,0,https://samplesite.edu,sample_email_97,Admin284#,
test_folder,,login,TestAccount_132,Sample account for documentation,,0,https://demoservice.org,sample_shopping_3,TestPass798,
test_folder,,login,TestAccount_133,Test account for development,,0,https://testapp.net,demo_work_81,Admin664#,
test_folder,,login,TestAccount_134,Sample account for documentation,,0,https://samplesite.edu,demo_cat_19,TestPass527,
test_folder,,login,TestAccount_135,Demo login for testing,,0,https://testapp.net,demo_test_35,Admin299#,
test_folder,1,login,TestAccount_136,Test account for development,,0,https://testapp.net,demo_cat_79,TestPass682,
test_folder,1,login,TestAccount_137,Mock user for system testing,,0,https://samplesite.edu,test_user_880,Password280!,
test_folder,,login,TestAccount_138,Demo login for testing,,0,https://demoservice.org,sample_banking_97,TestPass847,
test_folder,1,login,TestAccount_139,Mock user for system testing,,0,https://testapp.net,test_user_226,Admin433#,
test_folder,,login,TestAccount_140,Demo login for testing,,0,https://testapp.net,demo_love_11,TestPass996,
test_folder,,login,TestAccount_141,Test account for development,,0,https://testapp.net,demo_admin_36,Admin902#,
test_folder,1,login,TestAccount_142,Demo login for testing,,0,https://testapp.net,sample_banking_88,TestPass978,
test_folder,,login,TestAccount_143,Mock user for system testing,,0,https://testapp.net,demo_love_32,Password594!,
test_folder,,login,TestAccount_144,Mock user for system testing,,0,https://mocksite.com,demo_cat_45,TestPass814,
test_folder,,login,TestAccount_145,Mock user for system testing,,0,https://samplesite.edu,demo_password_17,Password901!,
test_folder,1,login,TestAccount_146,Mock user for system testing,,0,https://mocksite.com,sample_social_22,TestPass572,
test_folder,,login,TestAccount_147,Mock user for system testing,,0,https://samplesite.edu,test_user_648,Admin297#,
test_folder,1,login,TestAccount_148,Sample account for documentation,,0,https://mocksite.com,demo_test_99,TestPass137,
test_folder,,login,TestAccount_149,Demo login for testing,,0,https://testapp.net,test_user_742,TestPass607,
test_folder,1,login,TestAccount_150,Sample account for documentation,,0,https://demoservice.org,demo_password_95,TestPass713,
test_folder,,login,TestAccount_151,Mock user for system testing,,0,https://samplesite.edu,sample_shopping_33,TestPass975,
test_folder,1,login,TestAccount_152,Demo login for testing,,0,https://mocksite.com,sample_email_31,Admin429#,
test_folder,1,login,TestAccount_153,Sample account for documentation,,0,https://mocksite.com,demo_love_91,Password464!,
test_folder,1,login,TestAccount_154,Demo login for testing,,0,https://samplesite.edu,test_user_637,Admin536#,
test_folder,,login,TestAccount_155,Demo login for testing,,0,https://mocksite.com,test_user_457,Admin422#,
test_folder,,login,TestAccount_156,Sample account for documentation,,0,https://mocksite.com,sample_banking_47,Password244!,
test_folder,,login,TestAccount_157,Demo login for testing,,0,https://samplesite.edu,test_user_112,Admin559#,
test_folder,1,login,TestAccount_158,Test account for development,,0,https://samplesite.edu,demo_test_84,Password267!,
test_folder,,login,TestAccount_159,Mock user for system testing,,0,https://mocksite.com,demo_test_58,Admin347#,
test_folder,,login,TestAccount_160,Sample account for documentation,,0,https://samplesite.edu,test_user_120,Admin898#,
test_folder,,login,TestAccount_161,Mock user for system testing,,0,https://demoservice.org,demo_test_57,Password612!,
test_folder,1,login,TestAccount_162,Test account for development,,0,https://testapp.net,demo_love_36,Admin847#,
test_folder,1,login,TestAccount_163,Demo login for testing,,0,https://testapp.net,sample_shopping_67,Password991!,
test_folder,1,login,TestAccount_164,Demo login for testing,,0,https://samplesite.edu,test_user_591,TestPass950,
test_folder,1,login,TestAccount_165,Test account for development,,0,https://testapp.net,demo_test_42,TestPass807,
test_folder,1,login,TestAccount_166,Mock user for system testing,,0,https://demoservice.org,sample_email_99,Admin968#,
test_folder,1,login,TestAccount_167,Mock user for system testing,,0,https://mocksite.com,demo_love_79,Password867!,
test_folder,,login,TestAccount_168,Demo login for testing,,0,https://mocksite.com,test_user_283,Admin113#,
test_folder,1,login,TestAccount_169,Mock user for system testing,,0,https://demoservice.org,sample_banking_68,Admin891#,
test_folder,,login,TestAccount_170,Demo login for testing,,0,https://samplesite.edu,sample_banking_58,Password480!,
test_folder,1,login,TestAccount_171,Sample account for documentation,,0,https://mocksite.com,demo_admin_79,Admin187#,
test_folder,,login,TestAccount_172,Test account for development,,0,https://samplesite.edu,demo_password_27,TestPass270,
test_folder,,login,TestAccount_173,Sample account for documentation,,0,https://mocksite.com,sample_banking_11,Password374!,
test_folder,1,login,TestAccount_174,Demo login for testing,,0,https://testapp.net,sample_social_22,Admin697#,
test_folder,1,login,TestAccount_175,Demo login for testing,,0,https://testapp.net,demo_test_56,TestPass508,
test_folder,,login,TestAccount_176,Demo login for testing,,0,https://testapp.net,test_user_764,Password890!,
test_folder,1,login,TestAccount_177,Mock user for system testing,,0,https://demoservice.org,test_user_666,Admin205#,
test_folder,,login,TestAccount_178,Demo login for testing,,0,https://demoservice.org,demo_admin_49,Password573!,
test_folder,1,login,TestAccount_179,Sample account for documentation,,0,https://demoservice.org,sample_shopping_36,Admin448#,
test_folder,1,login,TestAccount_180,Test account for development,,0,https://samplesite.edu,demo_admin_21,TestPass811,
test_folder,1,login,TestAccount_181,Sample account for documentation,,0,https://samplesite.edu,demo_test_76,TestPass313,
test_folder,,login,TestAccount_182,Mock user for system testing,,0,https://mocksite.com,demo_work_40,Admin913#,
test_folder,1,login,TestAccount_183,Mock user for system testing,,0,https://demoservice.org,demo_work_42,Admin636#,
test_folder,,login,TestAccount_184,Test account for development,,0,https://mocksite.com,test_user_695,TestPass672,
test_folder,1,login,TestAccount_185,Test account for development,,0,https://testapp.net,sample_shopping_18,Password490!,
test_folder,1,login,TestAccount_186,Demo login for testing,,0,https://samplesite.edu,sample_shopping_45,Password660!,
test_folder,,login,TestAccount_187,Demo login for testing,,0,https://demoservice.org,demo_password_38,Admin191#,
test_folder,,login,TestAccount_188,Demo login for testing,,0,https://samplesite.edu,sample_email_52,Password306!,
test_folder,,login,TestAccount_189,Test account for development,,0,https://demoservice.org,test_user_137,Password486!,
test_folder,,login,TestAccount_190,Mock user for system testing,,0,https://mocksite.com,sample_banking_78,TestPass828,
test_folder,,login,TestAccount_191,Test account for development,,0,https://testapp.net,test_user_651,TestPass497,
test_folder,1,login,TestAccount_192,Mock user for system testing,,0,https://testapp.net,test_user_986,Password712!,
test_folder,,login,TestAccount_193,Mock user for system testing,,0,https://samplesite.edu,sample_banking_79,Admin646#,
test_folder,,login,TestAccount_194,Test account for development,,0,https://mocksite.com,demo_work_90,Admin701#,
test_folder,,login,TestAccount_195,Test account for development,,0,https://testapp.net,sample_email_34,TestPass276,
test_folder,,login,TestAccount_196,Sample account for documentation,,0,https://testapp.net,demo_love_78,Admin305#,
test_folder,1,login,TestAccount_197,Test account for development,,0,https://testapp.net,test_user_348,Password396!,
test_folder,1,login,TestAccount_198,Demo login for testing,,0,https://samplesite.edu,demo_test_56,Admin976#,
test_folder,,login,TestAccount_199,Demo login for testing,,0,https://demoservice.org,test_user_876,TestPass510,
test_folder,,login,TestAccount_200,Test account for development,,0,https://testapp.net,sample_email_63,Admin655#,
test_folder,1,login,TestAccount_201,Mock user for system testing,,0,https://mocksite.com,sample_social_69,TestPass557,
test_folder,1,login,TestAccount_202,Demo login for testing,,0,https://samplesite.edu,demo_work_49,Admin888#,
test_folder,,login,TestAccount_203,Mock user for system testing,,0,https://testapp.net,test_user_378,Password173!,
test_folder,,login,TestAccount_204,Test account for development,,0,https://testapp.net,demo_cat_62,Password655!,
test_folder,1,login,TestAccount_205,Mock user for system testing,,0,https://testapp.net,sample_email_99,Password278!,
test_folder,1,login,TestAccount_206,Demo login for testing,,0,https://testapp.net,test_user_510,Admin717#,
test_folder,,login,TestAccount_207,Test account for development,,0,https://testapp.net,sample_email_77,TestPass200,
test_folder,,login,TestAccount_208,Sample account for documentation,,0,https://samplesite.edu,sample_shopping_79,TestPass137,
test_folder,,login,TestAccount_209,Demo login for testing,,0,https://testapp.net,demo_cat_99,Password507!,
test_folder,1,login,TestAccount_210,Demo login for testing,,0,https://testapp.net,test_user_274,TestPass931,
test_folder,1,login,TestAccount_211,Demo login for testing,,0,https://testapp.net,sample_email_94,Password101!,
test_folder,1,login,TestAccount_212,Demo login for testing,,0,https://mocksite.com,demo_test_51,TestPass192,
test_folder,,login,TestAccount_213,Demo login for testing,,0,https://samplesite.edu,sample_banking_6,Password788!,
test_folder,,login,TestAccount_214,Test account for development,,0,https://demoservice.org,sample_email_80,Admin382#,
test_folder,1,login,TestAccount_215,Sample account for documentation,,0,https://demoservice.org,test_user_917,Password926!,
test_folder,,login,TestAccount_216,Mock user for system testing,,0,https://mocksite.com,test_user_194,Password913!,
test_folder,1,login,TestAccount_217,Mock user for system testing,,0,https://mocksite.com,demo_password_96,Password586!,
test_folder,1,login,TestAccount_218,Mock user for system testing,,0,https://mocksite.com,sample_banking_32,Admin567#,
test_folder,,login,TestAccount_219,Sample account for documentation,,0,https://testapp.net,test_user_294,Password693!,
test_folder,,login,TestAccount_220,Demo login for testing,,0,https://demoservice.org,demo_cat_68,Admin881#,
test_folder,,login,TestAccount_221,Demo login for testing,,0,https://mocksite.com,sample_banking_1,Admin792#,
test_folder,1,login,TestAccount_222,Test account for development,,0,https://testapp.net,test_user_390,TestPass884,
test_folder,1,login,TestAccount_223,Demo login for testing,,0,https://demoservice.org,sample_banking_26,TestPass780,
test_folder,1,login,TestAccount_224,Test account for development,,0,https://samplesite.edu,demo_password_83,TestPass195,
test_folder,1,login,TestAccount_225,Demo login for testing,,0,https://samplesite.edu,sample_social_27,TestPass626,
test_folder,,login,TestAccount_226,Sample account for documentation,,0,https://testapp.net,test_user_332,Password203!,
test_folder,1,login,TestAccount_227,Demo login for testing,,0,https://mocksite.com,test_user_229,Admin272#,
test_folder,,login,TestAccount_228,Sample account for documentation,,0,https://samplesite.edu,demo_love_26,Password649!,
test_folder,,login,TestAccount_229,Mock user for system testing,,0,https://demoservice.org,sample_social_4,Password179!,
test_folder,,login,TestAccount_230,Mock user for system testing,,0,https://mocksite.com,test_user_374,TestPass168,
test_folder,1,login,TestAccount_231,Test account for development,,0,https://testapp.net,demo_password_56,Password603!,
test_folder,1,login,TestAccount_232,Demo login for testing,,0,https://samplesite.edu,demo_test_97,Password628!,
test_folder,,login,TestAccount_233,Demo login for testing,,0,https://mocksite.com,demo_password_40,TestPass279,
test_folder,,login,TestAccount_234,Demo login for testing,,0,https://demoservice.org,sample_banking_31,Admin172#,
test_folder,,login,TestAccount_235,Mock user for system testing,,0,https://samplesite.edu,demo_work_22,TestPass134,
test_folder,1,login,TestAccount_236,Demo login for testing,,0,https://mocksite.com,demo_password_42,TestPass508,
test_folder,1,login,TestAccount_237,Mock user for system testing,,0,https://demoservice.org,test_user_844,Admin814#,
test_folder,1,login,TestAccount_238,Test account for development,,0,https://samplesite.edu,demo_test_42,Admin794#,
test_folder,1,login,TestAccount_239,Demo login for testing,,0,https://testapp.net,test_user_139,TestPass345,
test_folder,1,login,TestAccount_240,Mock user for system testing,,0,https://demoservice.org,test_user_977,Admin791#,
test_folder,,login,TestAccount_241,Test account for development,,0,https://demoservice.org,demo_password_71,Password364!,
test_folder,,login,TestAccount_242,Test account for development,,0,https://samplesite.edu,demo_password_43,TestPass973,
test_folder,,login,TestAccount_243,Mock user for system testing,,0,https://testapp.net,sample_social_51,Password278!,
test_folder,1,login,TestAccount_244,Mock user for system testing,,0,https://samplesite.edu,test_user_116,Admin834#,
test_folder,1,login,TestAccount_245,Mock user for system testing,,0,https://samplesite.edu,test_user_816,Password226!,
test_folder,,login,TestAccount_246,Sample account for documentation,,0,https://testapp.net,demo_work_60,Password954!,
test_folder,,login,TestAccount_247,Sample account for documentation,,0,https://samplesite.edu,test_user_447,Admin174#,
test_folder,1,login,TestAccount_248,Sample account for documentation,,0,https://demoservice.org,test_user_568,TestPass314,
test_folder,1,login,TestAccount_249,Sample account for documentation,,0,https://samplesite.edu,demo_test_73,TestPass490,
test_folder,1,login,TestAccount_250,Mock user for system testing,,0,https://samplesite.edu,test_user_823,Password814!,
test_folder,1,login,TestAccount_251,Sample account for documentation,,0,https://testapp.net,sample_social_52,Password281!,
test_folder,,login,TestAccount_252,Test account for development,,0,https://testapp.net,sample_email_7,Admin681#,
test_folder,1,login,TestAccount_253,Demo login for testing,,0,https://mocksite.com,test_user_590,Admin751#,
test_folder,1,login,TestAccount_254,Test account for development,,0,https://mocksite.com,test_user_649,Admin339#,
test_folder,1,login,TestAccount_255,Sample account for documentation,,0,https://demoservice.org,sample_email_6,Password703!,
test_folder,,login,TestAccount_256,Test account for development,,0,https://samplesite.edu,demo_admin_48,Password572!,
test_folder,,login,TestAccount_257,Test account for development,,0,https://mocksite.com,sample_banking_10,TestPass789,
test_folder,1,login,TestAccount_258,Test account for development,,0,https://samplesite.edu,demo_admin_48,TestPass125,
test_folder,,login,TestAccount_259,Mock user for system testing,,0,https://samplesite.edu,demo_password_55,Password783!,
test_folder,,login,TestAccount_260,Demo login for testing,,0,https://demoservice.org,sample_email_62,Password349!,
test_folder,1,login,TestAccount_261,Test account for development,,0,https://demoservice.org,test_user_591,Admin226#,
test_folder,1,login,TestAccount_262,Sample account for documentation,,0,https://samplesite.edu,test_user_368,Password162!,
test_folder,,login,TestAccount_263,Mock user for system testing,,0,https://mocksite.com,demo_cat_22,TestPass891,
test_folder,1,login,TestAccount_264,Demo login for testing,,0,https://mocksite.com,test_user_948,TestPass786,
test_folder,1,login,TestAccount_265,Demo login for testing,,0,https://testapp.net,demo_cat_68,Admin624#,
test_folder,,login,TestAccount_266,Sample account for documentation,,0,https://testapp.net,demo_cat_28,TestPass385,
test_folder,,login,TestAccount_267,Test account for development,,0,https://mocksite.com,sample_banking_76,Admin388#,
test_folder,,login,TestAccount_268,Sample account for documentation,,0,https://mocksite.com,test_user_478,Password639!,
test_folder,,login,TestAccount_269,Demo login for testing,,0,https://samplesite.edu,test_user_122,Password556!,
test_folder,1,login,TestAccount_270,Mock user for system testing,,0,https://demoservice.org,demo_love_45,TestPass876,
test_folder,,login,TestAccount_271,Test account for development,,0,https://testapp.net,test_user_829,Admin210#,
